ilkHamle,ikinciHamle,ucuncuHamle,dorduncuHamle,besinciHamle,altinciHamle,yedinciHamle,sekizinciHamle,dokuzuncuHamle,onuncuHamle,sonuc 
e3,b6,O-O,Ng6,c4,Na6,Nc3,e5,Be2,f5,-1
e3,e6,Be2,Be7,f4,O-O,Nf3,b5,O-O,c5,0
e3,e6,Be2,f5,O-O,b6,b4,Nf7,f4,c5,1
d3,Ne6,g4,g6,Bd2,Nc6,e3,f5,f4,fxg4,1
Nbc3,g5,g3,d6,Ne3,e6,O-O-O,Ndc6,h4,d5,-1
d4,Nf6,Nf3,d6,O-O,O-O,g3,Bh3,Re1,h6,1
Nf3,Nb6,g3,Nf6,d3,d6,Bg2,O-O,c4,g6,1
e4,h5,f3,h4,Be3,h3,g3,a6,d4,Nd6,0
f4,c6,Be3,f6,O-O,Nb6,Qh4,Bf7,b3,d5,-1
Nc3,a5,Ng3,a4,e3,a3,b4,e6,b5,d5,-1
a4,Nc6,a5,Ng6,a6,Rb8,e3,b5,Ng3,b4,0
Nhg3,b5,e4,b4,Ne3,Ne6,Bg4,Ng6,b3,c5,1
b4,Nhg6,Rb3,e5,Nhg3,Ne6,Ne3,b5,Ra3,Qf8,-1
Nb3,d5,O-O,O-O,d4,g6,g3,Nb6,Na5,Bc6,0
g3,Nc6,c4,O-O,d3,d6,O-O,Bd7,Bg2,Nb6,0
g3,a5,a4,Ra6,Ra3,g6,f4,f5,d4,Ka8,1
a4,a5,Ra3,Ra6,g3,g6,Ne3,Ne6,Bg2,Nd6,-1
Ng3,Nd6,Nd3,b6,b3,e6,e3,Be7,Qh1,Ng6,1
Ng3,Ng6,Nd3,Nd6,e3,b6,b3,e6,Be2,Be7,-1
Nf3,d5,d4,Nf6,O-O,O-O,Nd3,Nd6,Nfe5,c6,-1
c4,d6,d4,Nf6,Nf3,O-O,O-O,Bc6,Bc2,Nb6,-1
O-O,d5,Nab3,O-O,d4,Nd6,Nd3,Nb6,g4,Bb5,-1
O-O,O-O,d4,d5,g3,Nab6,Nab3,Nd6,Nd3,g6,0
Nf3,Nf6,d4,O-O,c4,d6,O-O,Nb6,Nb3,Ba4,-1
Nf3,Nf6,d4,d5,Bb4,Nb6,O-O,Bb5,Rfe1,Nc4,-1
h4,h5,Rh3,Rh6,Ncd3,d5,Nf3,Ncd6,b3,b6,0
Nf3,h5,Re1,h4,h3,Ncd6,O-O,Rh6,e4,b6,1
g4,c6,Rg3,Ne6,e4,g6,Nd3,O-O,Ne3,Nf4,1
O-O,O-O,Ne3,f5,Nd3,f4,Ng4,h5,Nge5,d6,0
Ne3,Ne6,d3,c5,Nc3,g6,Bd2,d6,g3,Bd7,0
g3,Ne6,d3,d6,Bc3,Bc6,e4,Nd7,Bg2,O-O,-1
Nf3,d5,Nc3,e6,e3,Be7,d4,Nc6,Be2,O-O-O,0
e4,Nc6,f4,f5,exf5,Rxf5,Nc3,e6,Bf3,Rxf4,-1
Nde3,c5,b3,Nc6,c3,b6,d4,e6,d5,Ne7,1
b4,Nfe6,c4,b6,d4,Nf4,Nfe3,f6,h3,Qf7,1
O-O,e5,Nc3,O-O,Ng3,f5,e3,Nc6,f4,d6,1
O-O,O-O,d4,e6,e4,Nc6,Be3,f5,exf5,exf5,-1
Ncd3,Ncd6,f4,f5,Nf3,Ne4,c3,c6,Bc2,Bd5,1
Ncd3,f5,g4,Ncd6,gxf5,Rxf5,e4,Ra5,f4,c6,-1
d4,Ne6,Nf3,b6,e4,a5,g3,g6,e5,d6,1
d4,g5,g3,g4,h3,Bxd4,hxg4,d6,Nf3,Bg7,1
e4,e6,Nd3,Be7,b4,O-O,h4,f6,Nc5,Nb6,1
e4,e5,b4,b5,Bd3,h5,O-O,h4,h3,Rh5,-1
d4,d5,e4,dxe4,Qxe4,e5,Nb3,exd4,Qxe8,Rxe8,1
d4,d5,h4,Nc6,h5,e5,dxe5,Qxe5,h6,g6,-1
b3,b5,Ne3,c5,c4,bxc4,Rxc4,Ne6,Ng3,g6,0
c4,Ng6,b4,b6,Ng3,Ne6,d4,Nef4,f3,c5,-1
Nc3,c5,Ne3,e6,Nc4,d5,Nd6,Qd7,Nxc8,Qxc8,1
d4,g5,d5,d6,Nc3,Nbd7,Bd2,Nb6,O-O-O,Nc4,-1
Nd3,Ne6,f3,f5,c3,Nd6,Bc2,c6,O-O-O,g6,1
Ne3,Ne6,Nd3,c6,c3,h5,Bc2,Bh7,O-O-O,O-O,-1
Nb3,f5,Ng3,Nb6,f4,O-O-O,Na5,d5,c4,g6,1
c4,Nb6,Ng3,c6,d4,Ng6,Ba5,Bc7,c5,Nd5,-1
Nb3,g6,g3,Nc6,Nc3,f5,f4,O-O-O,Qh3,e5,1
g4,Nc6,Nc3,g6,f4,Nb6,O-O-O,f5,gxf5,Qxf5,-1
Nc3,d5,O-O,d4,Ne4,O-O,d3,b6,Nb3,c5,0
O-O,Nd6,d4,Nc6,d5,Ne5,Bc3,f6,b3,Bf7,-1
Ngf3,b5,O-O,Ngf6,c4,bxc4,Qxc4,O-O,b3,d6,1
Ngf3,Ngf6,d4,O-O,O-O,b6,b3,Be4,c4,Bxb1,-1
e4,Nc6,O-O,g6,Nd3,e6,b4,Qxa1,Nc3,Nxb4,1
Nc3,e5,O-O,b6,e4,Bg5,Nb3,Nd6,h4,Bh6,-1
f4,Nf6,Bh4,d6,e4,Nc6,Nc3,Bd7,Nf3,Bg4,1
d3,f5,g3,g6,Bg2,d6,Nf3,Bc6,Ne3,e5,1
e4,Nb6,d4,e5,dxe5,Nc6,f4,a5,Nc3,a4,1
Nb3,e5,e4,Nb6,d3,f5,Nc3,fxe4,a4,exd3,-1
e4,Nb6,O-O,e5,Bg4,Nc6,d3,O-O,Nb3,h5,0
Nb3,e5,e4,d6,Na5,b5,d3,c5,Bd2,Bxa5,0
b4,b5,e3,Bd5,Be2,e6,Ned3,Bd6,O-O,Ne7,1
g3,e6,Ncd3,b6,Bg2,Bxg2,Qxg2,Be7,e4,Ncd6,1
e4,Nc6,Nb3,g6,Nc3,Nd6,f4,e5,fxe5,Qxe5,1
e3,Nb6,Nc3,e5,a4,a5,g3,Nc6,Nd5,Nxd5,1
c4,c5,b3,b6,Nf3,f6,Nc3,Bxf3,gxf3,Be5,1
c4,c5,b3,b6,Ne3,Nf6,Nf3,Ne6,Bc3,Bf4,-1
c4,c6,Nf3,e6,b3,d5,e3,Nf6,Nd3,dxc4,1
c3,c5,Nf3,Nf6,d4,b6,dxc5,bxc5,Qa4,e5,-1
c4,d5,cxd5,Nb6,d4,Nxd5,Nb3,f5,Nf3,Nef6,-1
d4,d5,c3,c6,Nb3,Nf6,Nc5,e5,Bg5,Qe7,-1
b3,b6,Ne3,Nd6,h3,f6,Bh2,Bd5,Nxd5,Qxd5,-1
g3,g6,Ne3,c6,d4,f5,b3,d6,Qc3,Ne6,-1
f4,d5,g3,Nf6,d3,g6,e4,dxe4,dxe4,Qc6,1
d4,g6,Nf3,d6,Nc3,f5,Bd2,e5,dxe5,dxe5,0
e4,Ng6,d4,c5,dxc5,Qxh2,Ng3,Nh4,Bf3,Nxf3,1
Ng3,d5,e4,dxe4,Nxe4,Nd6,Nxd6,cxd6,O-O,Bb6,1
d4,Ng6,Ng3,e5,dxe5,O-O,b3,Nxe5,Nd3,Nxd3,1
Ng3,e5,b3,b6,e4,O-O,O-O,Ng6,d4,exd4,-1
b3,d5,g3,e5,c4,dxc4,bxc4,O-O,Nb3,Qe6,1
d4,b6,Nc3,g6,O-O,d6,e4,c5,dxc5,dxc5,-1
e4,d5,e5,f6,d4,fxe5,dxe5,Nf7,Nf3,g5,0
Ng3,d5,e4,Ng6,d4,dxe4,Nxe4,Nf6,Nxf6,gxf6,-1
Ng3,Ng6,e4,Nb6,d4,e5,dxe5,Nxe5,Qb5,Nbc4,1
Ng3,d6,e4,Ng6,Nb3,f5,exf5,Bxf5,Qb5+,Bd7,1
Ncd3,g6,g3,f5,b3,Bxa1,Rxa1,d6,c4,e5,1
b3,b5,Ncd3,g6,Bxh8,Qxh8,g3,Bxh1,Qxh1,Nf6,1
Nf3,Nf6,Nc3,d5,d3,b5,b4,O-O,O-O,Re8,1
Nf3,d6,d3,e5,b4,Ne7,Qc3,Ne6,e4,f5,-1
e3,Nc6,Ng3,e5,b3,Ne6,Bf3,d6,O-O,O-O,-1
Nc3,e6,e4,Ng6,Ne3,b6,O-O,O-O,d4,Bf6,-1
f4,Nb6,Nb3,f5,g3,e5,fxe5,g6,d4,d6,0
Nb3,Nb6,f4,Nc6,e4,g6,e5,f6,g3,fxe5,-1
e4,Nhg6,Ne3,e5,Ng3,Ne6,Ngf5,Ngf4,g3,Nh3,-1
Nhg3,e5,e4,Nhg6,Ne3,Nf4,a4,N8e6,Ngf5,g6,-1
f4,f5,g3,g6,d3,d5,Nd2,Nbc6,h3,Kb8,0
e4,f5,exf5,Rxf5,Nbc3,g5,g3,Nbc6,f4,gxf4,-1
g3,Nf6,c4,c5,Qb3,Qb6,d3,Ne6,Qa3,d6,1
e4,c5,Ne3,g6,Nf3,d6,c3,c4,Qe2,Ne6,-1
d4,d5,c4,dxc4,Qxc4,Ng6,h4,b5,Qc1,e5,1
d4,Ng6,e4,d6,Nc3,O-O,h4,e5,h5,Nf4,1
d3,d5,g3,Bc6,Nb3,Ne6,Ne3,b6,c4,dxc4,1
g3,d6,Ne3,Nb6,d4,g6,Bc3,e6,b3,Bc6,1
e3,d5,d4,f6,Ng3,e5,dxe5,fxe5,e4,c6,1
Ng3,e6,e4,Qh4,d4,Ng6,h3,Be7,Nd3,d5,-1
d4,d5,Nbc3,b6,e4,dxe4,Nxe4,e5,Ndc3,Ndc6,-1
d4,e5,dxe5,Nbc6,e4,Nxe5,Ne3,Bc5,h3,Ne6,1
Nhg3,d5,d4,a5,e4,dxe4,c4,c5,Bxe4,Rxd4,0
e4,Nhg6,d4,d5,exd5,f5,c4,f4,f3,c6,1
Nhg3,d5,d4,c6,c3,Nhg6,Ne3,Nd7,b3,O-O,1
d4,d5,b3,h5,c4,dxc4,bxc4,Nhg6,d5,h4,1
e4,Nc6,Nf3,e5,Bc4,f6,Bf7,Re7,Bc4,d6,1
e4,e5,Bc4,Bc5,Bxf7,Rf8,Bxg8,Qxg8,f3,d6,-1
d4,d5,Ng3,Ng6,e4,dxe4,Nxe4,f5,Nc5,e5,1
e4,e5,Ng3,Ng6,Nb3,Qd6,d3,Bg5,Bc3,Qc6,-1
Nb3,d5,Nf3,f5,d3,c6,O-O,Nb6,Be3,Na4,0
c4,d6,d4,Nb6,b3,Nf6,Nf3,O-O,O-O,e5,-1
g3,O-O-O,Nb3,g5,Nc3,Nb6,Qh3,h6,Na5,c6,1
g4,Nc6,Qh3,Nb6,O-O-O,g5,Nb3,Rg6,d4,e6,-1
Ng3,e5,e3,Ng6,Nc3,c6,d4,d5,Qd3,e4,1
d4,e5,dxe5,Ng6,e4,Nxe5,Nc3,Qb4,a3,Qb6,1
Nb3,c5,Nc3,f6,e4,e5,f4,Be7,fxe5,fxe5,1
d4,Nb6,c4,e5,c5,Nd5,Bb3,f5,Qd2,Nc6,0
e4,e5,f3,Nc6,Nc3,g6,Nb3,f5,exf5,gxf5,-1
f4,Nc6,e4,e5,fxe5,Nxe5,d4,Ng6,Bf2,f6,-1
e4,f5,e5,f4,d4,Nc6,Qd3,Bd5,Nc3,Qf7,1
f4,f5,Na3,Qf6,c3,Nc6,Qf3,Nd6,Nd3,Ne4,-1
d4,d5,Nc3,f5,e3,c6,Nd3,Ba5,b4,Bc7,1
e4,f5,e5,f4,d4,Nc6,c3,Bd5,Nd2,Qf5,-1
d4,c6,e4,e5,d5,cxd5,exd5,b5,Nfe3,f5,1
d4,d6,e4,Bd7,c4,a6,d5,Ba7,h4,e6,1
d4,d5,Nc3,c6,e4,dxe4,Nxe4,f5,Ng5,h6,1
d4,d5,Na3,Nc6,c3,e5,dxe5,Nxe5,f4,Ng4,1
e4,g6,Nc3,b6,b3,Nh6,d3,f5,Nf3,fxe4,0
b4,c5,bxc5,Qa5,Bd4,Nc6,c3,e5,Be3,Qxa2,-1
Ng3,f6,d4,e5,dxe5,fxe5,e4,Nd6,Nd3,Ng6,1
f4,d5,c4,Ng6,cxd5,Ba4+,b3,Bd7,Bg3,e6,-1
Ng3,d5,b4,b6,f4,e6,f5,Nd6,O-O,Bd7,1
e4,Ng6,Ng3,b6,d4,d5,e5,Bb5+,Be2,Bxe2+,-1
Nb3,e5,e4,c5,Na3,f6,Nc4,Bf7,f3,b6,0
f4,Nb6,e4,g5,fxg5,Qxb2,Nc3,Bg7,e5,Qb4,1
g3,Nb6,a4,a5,d4,g5,b4,d6,bxa5,Nxa4,1
Nb3,e5,Nc3,Ne6,g4,d6,d3,O-O,Bd2,Bd7,0
Nc3,c5,e3,d5,d4,e6,dxc5,Bxc5,Nb3,Bb6,1
e4,e6,d4,d5,e5,Nc6,f4,f6,Nc3,fxe5,-1
e4,f5,exf5,Rxf5,Nd3,g6,g3,a5,Re1,Be6,0
g4,f5,gxf5,Rxf5,Ne3,Rf8,c3,c6,Nf5,Qe5,-1
Ng3,b5,e4,Ng6,b4,e6,O-O,Bg5,Nb3,d5,-1
e4,Ng6,b4,e5,Bg4,d5,exd5,b5,Nd3,Bxd5,0
Nf3,d5,d4,Nf6,c3,b6,O-O,c5,dxc5,bxc5,1
e4,d6,d4,c5,d5,Nf6,a4,Bc7,c4,O-O,1
e4,e5,Nf3,b5,d3,f6,O-O,d5,Nb3,dxe4,0
b4,Nf6,e4,e5,d4,d5,dxe5,Nxe4,h4,Qe6,1
Nb3,Nb6,d4,f5,g3,g6,Qa5,Bc4,e4,fxe4,-1
Nb3,Nb6,d4,d5,Qa5,a6,g3,Qb5,Qxb5,axb5,1
f4,b6,Ng3,f5,b3,Ng6,e3,Qd5,Bf3,Qd6,-1
b3,b6,Ng3,f5,f4,Ng6,e3,Qd5,Qf2,e6,1
g4,g5,d3,Ng6,Ng3,d6,Bd2,Bd7,Bxg5,Bxg4,-1
f4,g5,Qe3,gxf4,Qxe7,Nc6,Qe4,Ne6,g3,fxg3,1
Nhg3,e5,b4,f6,e4,a5,b5,Be7,Qb2,Bc5,-1
Nhg3,e5,f3,Nhg6,Nf5,Ne6,e4,Ngf4,g3,Nh3,1
d3,b6,Nf3,g6,Qb4,f5,Qa3,a5,N1d2,Ne6,0
b3,b6,e4,d5,g3,dxe4,Bxe4,Nf6,Bxa8,Rxa8,0
g4,g5,d3,d6,Bc3,Bxc3,Nxc3,Bc6,Ne3,e6,0
d3,d6,Qe3,Qe6,g3,Bc6,Bf3,Bxf3,exf3,Nc6,0
Nab3,f5,f4,Nd6,d3,b5,e4,fxe4,dxe4,Nxe4,1
Nab3,f5,f4,Nab6,Nd3,d6,Na5,Qf6,Nxb7,Rd7,1
e4,e5,Nc3,b6,Nb3,Bb7,Bg4,Qd6,Nb5,Qc6,-1
e4,e5,b3,Nc6,Bb2,Nb6,Nd3,Bg5,Qe2,Qe7,0
d3,b6,Nb3,e5,Ng3,a5,Qc3,Ba6,d4,a4,1
d4,Ng6,e4,d5,Qa5,Nb6,Bb5,Bg4+,f3,Bd7,1
Nf3,d5,c3,c6,d4,Ng6,Qb3,Nf6,Ng3,b6,0
d4,d5,Nf3,Nf6,Ne3,c6,c4,dxc4,Nxc4,Be6,1
Nb3,Nb6,d4,f5,e3,Ng6,h4,e6,h5,Ne7,1
f4,Nb6,e4,d5,exd5,f6,Bf3,Bf7,Bg4+,Nfd7,1
Ng3,c5,c4,Ng6,e3,b6,b3,Bb7,Bb2,Nc6,-1
Ng3,Ng6,e3,c5,c4,b6,b3,Bc6,Bb2,h5,1
Ng3,e5,e4,f6,a4,d5,a5,Nd6,a6,b6,-1
Ng3,Ng6,e4,e5,f3,d5,exd5,Qxd5,Nce2,Rd8,-1
c4,c5,Bc2,Nc6,Nc3,b6,Nf3,Bb7,d3,g6,-1
c4,c5,b3,Nf6,Bb2,Nc6,g3,O-O,Nc3,Be5,1
d4,c5,dxc5,Qxc5,Nb3,Qc4,Ne3,Qxe2,Nd4,Qh5,1
d4,Nb6,Bb4,Nd5,Ba3,Ng6,c4,Ndf4,Ng3,d5,-1
Nb3,f6,Nc5,O-O-O,g3,c6,Ne3,Nb6,Qe4,g6,0
Nb3,Nb6,Nc5,O-O-O,c3,d6,Nb3,c6,f3,Bc7,0
f4,f5,Ng3,e6,c4,Ng6,Bd4,Bf6,Qd3,c6,0
e4,Ng6,f4,f5,exf5,Rxf5,Be3,Rf8,Bf3,c6,0
d4,f5,e3,c6,f4,Ba5,Nd2,Bxd2+,Kxd2,Nd6,-1
e4,f5,e5,f4,Nc3,Nc6,Bf3,Qf5,Bxc6,dxc6,1
d4,f5,e3,Nc6,Bd3,Nd6,f4,Bh5,Nc3,Nb4,-1
e4,e5,f3,Ne6,Nb3,f6,Nc3,Bg6,Bg3,h5,1
Nb3,e5,d4,d5,e4,exd4,Nxd4,dxe4,Nc3,f5,1
e4,c5,Nc3,e5,d3,Nc7,Nd5,Nxd5,exd5,d6,0
Nb3,f5,f4,g6,g3,Nb6,Bg2,Nd6,d3,Na4,-1
f4,Nb6,g3,f5,Bd4,c5,Bf2,Na4,b3,Nb6,1
e4,e5,Nc3,Nc6,Nd3,Nd6,f4,exf4,Nxf4,f5,0
f4,d5,g3,e6,Bg2,Nc6,e4,f5,e5,g5,1
f3,f6,e4,c6,Be3,Nde6,d4,Nf4,Qd2,N8g6,1
c3,f6,f3,e5,Ng3,Nfe6,Nf5,d6,Bc2,Bf7,0
e4,g6,Nf3,b6,Qc4,Bb7,Nc3,Ba6,Qb3,Nc6,-1
g3,Nf6,b3,e5,f4,d6,fxe5,dxe5,Qf2,c5,1
Nb3,Nb6,d3,f5,f3,g6,Bd4,Bg7,Bxg7,Nxg7,-1
Nb3,Nb6,f3,f6,e4,d5,exd5,Bxd5,c4,Bf7,1
e3,Nc6,Nc3,f6,d4,Bg6,d5,Nb4,e4,e5,1
Nc3,Nc6,Nb3,g5,e4,a5,f3,a4,Nc5,Nd6,-1
c4,Ne6,Nf3,Nf6,d4,c5,d5,Nd4,b3,Nxf3+,1
Nf3,c5,b3,b6,O-O,Nf6,Ne3,Ne6,c4,O-O,1
Ng3,Ng6,e4,e6,b3,O-O,O-O,Nd6,Qb2,f6,1
Nd3,O-O,Ng3,e5,e4,Ng6,Bg4,d6,b3,Bg5,-1
d4,Nf6,c4,c5,d5,e6,Bc3,b5,Bxf6,gxf6,1
Nf3,Nf6,Ne3,c5,O-O,d5,c4,d4,Nd5,Nh5,-1
b4,b6,e3,Ngf6,Ba6+,Bb7,Qe2,e6,Ngf3,Nd6,-1
b4,b5,Rb3,e6,Nd3,Ne7,Nf3,Nd6,Bb2,Bd5,-1
g4,f5,g5,Nc6,d4,d5,Qh3,h6,Nc3,e6,1
Nc3,Nc6,d4,d5,a4,Nf6,a5,g5,g3,e6,-1
e4,d6,d3,Nf6,Nf3,a5,Qc3,e5,Ng3,Ra6,-1
Nf3,d5,d4,Nf6,Ng3,Ne6,e4,dxe4,Nxe4,Qc6,-1
b4,b6,e3,Bd5,Be2,Ngf6,Ba6+,Bb7,Bxb7+,Kxb7,-1
b4,e6,Ngf3,b6,Rb3,Bd5,Ra3,a5,Nd3,Be7,-1
e4,Nb6,Nb3,O-O,d4,d6,O-O,N8d7,Nc3,e5,0
O-O,Nb6,Nb3,e5,d3,O-O,Be3,d6,Nc3,Nc6,-1
d4,O-O,O-O,Nd6,g3,g6,b3,Nc6,e4,e6,1
O-O,d5,Nc3,d4,Ne4,O-O,Nd3,Na6,b3,f5,1
d4,e6,Nb3,f5,c4,Be7,e4,fxe4,Qxe4,O-O,1
Nb3,c5,e4,Nb6,Ne3,e6,f3,c4,Bg3,Bd6,-1
e4,b5,Nf3,Nf6,e5,Nd5,Nc3,b4,Nb5,Rb6,1
b4,e5,g4,Qd6,Ne3,b5,Bxa8,Rxa8,Nf3,Nc6,1
b3,b6,Nbc3,Ne6,g4,Nc6,e3,f5,d4,Nb4,1
Nbc3,g5,Ne3,f5,f4,Bxc3,bxc3,Qxa2,g4,fxg4,-1
Nf3,d6,b4,Nf6,Ng5,Be6,Ne3,a5,g3,g6,1
Nf3,d6,Ng3,b5,O-O,Nf6,Ng5,Be6,d3,Qc6,-1
Nb3,Nb6,d4,f5,h4,Qf7,h5,O-O,Nc3,c6,1
Nb3,Nb6,d4,c6,Ne3,d5,c3,Bc7,Bd2,h5,-1
Nhg3,Nhg6,c4,c5,b3,Ne6,Bc3,b6,e3,O-O-O,1
c4,Nhg6,Ne3,c5,Ng3,b6,b3,e6,O-O-O,f5,-1
Nhg3,Nhg6,c4,Ne6,e3,Nh4,Re2,c5,Qc3,Nxg2,1
Nhg3,c5,Ne3,Nhg6,f3,Nf4,c3,g6,Bc2,d5,-1
Nf3,Nf6,Ne3,a5,g4,Ra6,g5,Nh5,d4,c5,1
Nf3,Nf6,a4,Ng6,Ra3,e5,d4,e4,Ne5,Be7,-1
Ne3,Ne6,Nf5,Qd8,d3,g6,Nh6+,Kg7,Nb3,c5,1
Ne3,Nb6,Nb3,d5,f3,c5,c3,f5,f4,Bh5,-1
d4,Ng6,e4,d6,Ng3,e5,d5,Nf6,Nd3,c6,1
Ng3,e5,Nf3,Ng6,e4,Nf6,d4,d6,dxe5,dxe5,-1
Nb3,Nc6,Nc3,e5,d4,Bb4,a3,Bxc3+,bxc3,f5,0
Nb3,e6,Nc3,Nc6,f3,Nb6,e4,Qf6,Be3,Bb4,0
d4,d5,e3,Nd6,Bb4,a5,Bxd6,exd6,Ng3,a4,1
d4,d5,Nd3,e6,Ng3,Bb5,a4,Bxd3,exd3,Ng6,-1
g3,c6,Nb3,Ne6,d4,Nb6,O-O-O,f6,Na5,O-O-O,1
Nb3,g6,d4,Nb6,g3,d5,Ne3,c6,Bb4,e5,1
d4,c5,d5,Ng6,c4,f6,h4,e6,h5,Ne7,0
c4,c5,Ne3,f6,h3,Qc6,Nf3,Bf4,Bh2,Bxh2,-1
d4,f5,Qf4,g6,e3,Bg7,Nf3,Bd5,Nc3,Ne6,1
f4,d5,g3,Nc6,Nc3,e6,Nf3,Nf6,b3,h6,-1
d4,c5,dxc5,Qxc5,f3,Qh5,Qd2,Nd6,g4,Qe5,-1
c4,c5,f3,f6,b3,Be5,Nc3,Bf7,Nd3,Bd4,1
g4,g6,Qh3,d6,e3,Bd7,f3,h5,d4,Bf6,1
g4,g5,Qh3,Rg6,Qxh7,Nbc6,f4,gxf4,Nbc3,Rh6,1
d4,d5,e3,e6,c4,Ng6,cxd5,Qxd5,f3,Bc6,0
e3,e6,f4,d5,d4,c5,f5,exf5,Bg3+,Bd6,1
g3,g6,d3,Nb6,e4,d6,f4,Nh6,Nb3,Bg7,1
g3,d6,d3,g6,Nb3,Bd7,Bf3,e5,Na5,c6,-1
b4,c5,Ne3,e6,bxc5,Qxc5,c4,b6,d4,Qh5,-1
Ne3,b6,Nf5,Nc6,b3,e6,Bxg7,exf5,Bxf8,Kxf8,1
c4,Ng6,d4,c6,Ng3,d5,cxd5,cxd5,Nb3,e5,-1
c3,Ng6,d4,c6,Ng3,e5,e4,d6,Qh5,Be6,1
O-O,c5,f4,Nc6,a3,Ng6,f5,Nge5,Qh4,d5,-1
Ng3,c5,c4,Ng6,b3,Nc6,Bb2,e6,Be4,Qd8,1
f4,c6,c3,Ng6,f5,Ne5,e4,Qd6,Be3,c5,1
f4,c6,c3,Bc7,Bd4,f6,Bb3,Bxb3,Nxb3,O-O,1
Ne3,d5,d4,c6,O-O,Qc7,g3,Bh3,Re1,Qd7,-1
d4,d5,c3,c6,e4,dxe4,Bxe4,f5,Bd3,Nhg6,-1
c4,Nab6,e4,c5,d4,cxd4,c5,Na8,Bb4,e5,-1
c4,Ncb6,e4,e5,Qe2,c5,Nab3,Qe7,Na5,d6,1
b4,b5,e3,Ng6,Be2,e5,O-O,Ne6,Ng3,Bd5,-1
Ng3,b5,b3,e6,e4,Ng6,Bd4,c5,Be3,d5,0
b4,b6,Ng3,Ng6,e4,Bb7,e5,e6,Qh5,d6,-1
b4,Ng6,e4,e5,Ng3,b5,Qf3,Nd6,Qe3,h5,0
c4,b5,Nf3,bxc4,Bxh7,g6,Bxg8,Rxg8,d3,cxd3,-1
Ng3,Nf6,d4,d5,c3,O-O,Nf3,b6,Ne5,c5,1
f4,f5,g3,Nd6,d3,g6,c4,e5,fxe5,Qxe5,-1
f4,f5,Nd3,Nc6,g3,Nd6,Nc5,Rd8,Nc3,g6,-1
e4,e5,d4,f6,d5,Nb6,c4,c6,f3,cxd5,-1
f4,d5,g3,e6,Nf3,a5,Bg2,h5,Nd3,Ncd6,1
c4,c5,Nfe3,b6,Be4,Nc6,f4,Bb7,O-O,g5,-1
c4,g6,Nc3,f5,b3,Nfe6,g4,fxg4,Rxg4,c6,1
d3,g6,Na3,Nc6,g4,Bg7,Qh3,d6,Qh4,h6,0
g3,g6,d3,d6,Nc3,Nc6,Nf3,a5,Bg2,Bxc3,1
d4,d5,g4,Nb6,Qg5,f6,Qh4,Bg6,Rg3,Nc6,1
d4,d5,g4,g5,Nb3,Nb6,Bf3,Rg6,Nc3,Bc6,0
b4,e5,e4,b6,f3,Ng6,Ba6,Nd6,d4,f6,-1
e4,e5,Ng3,b5,b4,Ng6,Bc3,Nd6,Rb3,Rb6,1
d4,c6,c4,e5,dxe5,Bxe5,e4,d6,Nb3,Nb6,-1
c4,c5,Be4,Nb6,d3,f5,Bf3,Be5,Nc3,d6,1
e4,Nc6,d4,d5,exd5,Rxd5,Be3,g6,g4,Rd6,-1
e4,d5,exd5,Rxd5,Nc3,Rd6,d4,g6,Nb3,Bg7,1
e4,e5,Nc3,Nc6,Nf3,f6,d4,Bh5,d5,Nd4,-1
e4,e6,f4,d5,e5,d4,Bf2,Nc6,Bc4,g5,0
b4,b5,e4,e5,a3,Nd6,Ng3,h5,h4,Ng6,1
c4,c5,b3,b6,e4,e5,Qh5,Ng6,Ne2,Nd6,1
c4,c5,f4,b6,b3,Ncd6,Nf3,Ne4,e3,d5,-1
b3,c5,c4,b6,d4,cxd4,Bxd4,e5,Bc3,f5,-1
b3,b6,d4,Ngf6,c4,d5,c5,c6,Nd3,Bb7,-1
c4,c5,b3,b6,d4,cxd4,Bxd4,e5,Bc3,e4,1
b4,f5,g3,Bf7,f4,g5,Bd4,Bxd4,Qxd4,Ne6,0
f4,g6,g4,f5,gxf5,Rxf5,Ne3,Rf8,Nd3,Nc6,-1
c4,c5,Be4,O-O,g3,Nc6,Nb3,b6,d4,cxd4,0
Ne3,g6,c3,c5,O-O,Nb6,g3,e6,d4,cxd4,1
d4,d5,Nf3,Nf6,a4,c6,Qc3,Ng6,O-O,e5,0
c4,Nf6,Nf3,e5,Ng3,c5,d3,Qe6,Ng5,Qc6,1
d4,e6,e4,Be7,d5,O-O,Nb3,Nb6,a4,f5,1
e4,e5,Nc3,Nc6,Nd3,Nb6,Be2,f6,f4,exf4,0
e4,d6,d4,g6,a4,a6,g3,f5,f3,fxe4,-1
a3,e5,Ka2,d5,d4,exd4,Rxd4,g6,Rd1,a5,1
e4,f5,exf5,Bd5,Bg4,O-O,f3,Qf7,Nab3,Nab6,-1
f4,d5,Bd4,f6,O-O,Bf7,Nd3,Nab6,e3,e6,1
f4,c5,b3,h6,g4,d6,e4,Nc6,O-O-O,Bh7,-1
c4,g5,Ne3,e6,O-O-O,b6,h3,h5,Bh2,Nc6,1
b4,Ngf6,f3,d5,Qa3,a6,e3,Nd6,Nh3,g6,-1
Ngf3,f6,d4,b5,e3,Qa6,Be2,Qxa2,Nd3,e6,-1
d4,e6,e3,Be7,f4,a5,g4,a4,a3,c5,-1
